user_id,num_transactions_Fri,num_transactions_Mon,num_transactions_Sat,num_transactions_Sun,num_transactions_Thu,num_transactions_Tue,num_transactions_Wed,INBOUND_count,OUTBOUND_count,CANCELLED_count,COMPLETED_count,DECLINED_count,FAILED_count,PENDING_count,REVERTED_count,is_user_engaged,median_usd,mean_usd,min_usd,max_usd,std_usd
user_6983,16,11,30,16,9,18,14,42,72,0,74,14,10,0,16,NOT_ENGAGED,24.75,26.02236842105264,0.0,127.66,23.1809387022981
user_3550,23,15,62,21,31,17,10,60,119,0,159,3,2,2,13,ENGAGED,17.02,26.562067039106175,0.0,107.74,25.436631986702583
user_1704,3,5,10,15,5,5,9,16,36,0,38,7,3,0,4,ENGAGED,11.875,21.046538461538457,0.0,170.21,31.812156813333775
user_7734,1,0,3,1,6,2,4,6,11,0,14,0,1,0,2,ENGAGED,39.26,28.708823529411767,0.85,85.11,24.191733061717834
user_8107,6,16,43,22,5,6,5,18,85,0,65,23,8,0,7,ENGAGED,9.35,27.6947572815534,0.0,222.13,50.63844813091311
user_4207,141,80,94,89,130,118,67,187,532,0,680,16,2,10,11,ENGAGED,0.85,8.124575799721878,0.0,595.75,29.916507196680744
user_1649,22,39,27,24,37,11,24,28,156,0,174,5,0,0,5,ENGAGED,8.64,32.01108695652175,0.0,705.69,75.59406040299051
user_6374,12,23,37,40,47,23,27,45,164,0,192,3,8,0,6,ENGAGED,42.55,67.69167464114832,0.0,340.43,70.72870581672632
user_5408,14,17,19,14,22,3,13,21,81,0,92,6,2,0,2,ENGAGED,42.55,79.81990196078432,1.0,300.0,84.69055585179109
user_403,46,31,57,11,51,52,54,57,245,0,243,14,4,4,37,ENGAGED,19.36,64.6960264900662,0.0,834.04,102.63180311225362
user_1646,173,152,112,100,155,106,132,232,698,0,727,163,8,9,23,ENGAGED,1.48,26.514698924731096,0.0,510.64,69.68032667765667
user_6967,200,187,127,156,183,169,174,547,649,0,912,182,19,14,69,ENGAGED,6.8,85.05858695652171,0.0,2553.19,227.68289280578745
user_2343,305,325,334,399,343,338,296,1029,1311,0,2210,61,2,20,47,ENGAGED,2.81,30.135145299145258,0.0,1157.48,90.04778151997849
user_6658,4,20,10,4,16,13,7,24,50,0,37,14,5,10,8,ENGAGED,20.535,67.59108108108111,0.0,425.53,92.78391661477161
user_9116,52,28,38,46,53,53,55,31,294,0,284,24,1,4,12,ENGAGED,5.52,20.78233846153849,0.0,255.32,40.43775383543774
user_1295,40,24,22,20,37,26,27,29,167,0,188,3,0,1,4,ENGAGED,11.274999999999999,54.66147959183675,0.2,341.22,92.69373102114346
user_1294,205,186,221,207,153,214,163,200,1149,0,1297,31,5,5,11,ENGAGED,7.57,30.367249814677493,0.0,8680.86,240.85236529803174
user_8015,0,7,1,5,4,4,5,5,21,0,22,3,0,0,1,NOT_ENGAGED,17.02,47.67384615384614,0.85,425.53,90.81118667111109
user_3890,17,27,19,35,20,27,19,35,129,0,129,13,10,0,12,ENGAGED,13.295,57.37134146341465,0.0,851.06,100.31494400550433
user_1129,7,5,19,9,16,15,19,31,59,0,85,3,0,0,2,ENGAGED,50.21,56.08700000000002,0.36,229.79,43.808719937750624
user_509,206,138,328,210,223,214,234,403,1150,0,1461,24,19,4,45,ENGAGED,0.85,46.4813264649066,0.0,4898.44,236.48252520288267
user_1709,41,37,49,34,43,60,36,54,246,0,280,7,6,0,7,ENGAGED,42.53,77.84363333333333,0.0,851.06,128.78566539994753
user_8649,44,37,47,48,34,39,46,36,259,0,259,25,0,2,9,ENGAGED,4.26,14.245322033898304,0.0,272.2,30.895749941322958
user_1526,71,76,64,56,61,46,77,84,367,0,367,27,29,2,26,ENGAGED,18.98,145.5017294900221,0.0,3067.61,427.68846458933166
user_634,14,11,9,9,6,11,5,14,51,0,52,0,4,1,8,ENGAGED,8.51,34.208769230769235,0.0,425.53,79.92756162824271
user_4127,2,8,8,4,2,7,2,6,27,0,23,8,0,0,2,ENGAGED,23.15,44.71696969696967,0.85,104.94,36.67164448562817
user_503,95,86,95,108,77,92,66,103,516,1,559,44,6,2,7,ENGAGED,3.93,12.787899838449102,0.0,238.6,27.254468535069794
user_2231,15,25,51,36,14,26,40,59,148,0,173,20,10,0,4,ENGAGED,18.41,55.712077294685955,0.01,398.06,82.03323124904344
user_9453,14,26,39,37,22,13,20,42,129,0,136,4,11,0,20,ENGAGED,26.29,79.51590643274851,0.85,862.98,126.51766269470987
user_5936,54,41,44,56,51,39,57,104,238,0,300,12,4,1,25,ENGAGED,3.98,13.584649122807,0.0,286.51,38.821635988766204
user_8484,7,7,5,5,7,15,4,8,42,0,37,5,1,0,7,ENGAGED,3.16,15.473799999999997,0.0,298.25,46.544981092026916
user_3799,0,4,1,5,4,1,3,6,12,0,17,0,0,0,1,NOT_ENGAGED,145.35000000000002,142.64999999999998,0.85,425.53,123.34829591803185
user_1369,4,3,3,13,5,3,9,9,31,0,33,5,0,0,2,ENGAGED,17.39,24.419000000000004,0.76,85.11,25.14073809168839
user_1277,65,41,81,41,35,59,65,94,293,0,343,13,6,6,19,ENGAGED,10.92,30.630542635658927,0.0,458.39,52.586141513125504
user_3214,23,11,17,4,11,10,19,51,44,0,76,0,16,0,3,ENGAGED,198.83,330.3921052631581,0.2,1988.32,442.95259407726246
user_9070,122,158,151,118,169,133,194,46,999,0,774,201,3,3,64,ENGAGED,2.55,13.553607655502432,0.0,685.5,42.51456367890426
user_3725,5,20,3,16,4,21,17,8,78,0,81,4,0,0,1,NOT_ENGAGED,3.1799999999999997,15.42976744186047,0.0,198.83,33.10818388171239
user_124,59,43,49,77,54,27,36,87,258,0,307,13,4,0,21,ENGAGED,22.55,63.75913043478259,0.0,744.08,95.3023041361554
user_7795,23,13,13,19,7,8,8,13,78,0,63,12,4,0,12,ENGAGED,3.63,38.71241758241758,0.0,397.66,86.39191989404587
user_2267,52,59,66,63,75,88,54,33,424,0,370,44,0,0,43,ENGAGED,6.45,35.226564551422335,0.0,1977.08,149.4468233310497
user_824,32,40,20,21,16,16,15,45,115,0,133,3,16,1,7,ENGAGED,85.11,176.25443749999994,0.0,2553.19,329.84079540994117
user_6178,6,7,8,2,10,0,4,6,31,0,36,1,0,0,0,ENGAGED,5.92,32.88783783783784,0.16,200.0,50.94641324934439
user_458,14,15,14,32,32,10,24,15,126,0,121,15,3,0,2,ENGAGED,4.55,23.86468085106384,0.85,212.77,38.176594204774055
user_7628,12,8,13,7,5,7,0,4,48,1,11,27,0,5,8,ENGAGED,1.27,84.06596153846155,0.0,2069.3,320.960911866408
user_899,2,0,0,0,2,0,0,2,2,0,3,0,0,0,1,NOT_ENGAGED,0.47,2.3825,0.08,8.51,4.10088913123321
user_8498,1,1,7,1,5,0,1,2,14,0,9,5,0,0,2,ENGAGED,3.58,26.314375000000002,0.0,200.0,51.22101469367822
user_7158,69,136,283,181,56,127,69,112,809,0,896,8,0,6,11,ENGAGED,6.47,21.435711183496213,0.0,4255.32,146.48789334364793
user_6592,56,78,68,69,62,54,52,46,393,0,416,5,2,5,11,ENGAGED,11.16,33.94635535307516,0.0,405.11,64.96289930942295
user_754,39,21,49,31,38,40,31,47,202,0,232,2,3,0,12,ENGAGED,3.96,216.19216867469893,0.18,1790.3,481.2103124943637
user_1887,7,1,6,6,5,3,12,11,29,0,36,4,0,0,0,ENGAGED,8.51,10.347000000000001,0.01,34.04,7.469342537915767
user_600,9,12,16,18,5,5,16,2,79,0,80,0,1,0,0,ENGAGED,5.52,26.297160493827146,0.85,318.1,53.281257474710756
user_6083,10,6,8,18,8,1,15,23,43,0,53,2,1,0,10,ENGAGED,8.33,8.692121212121213,0.0,33.07,6.510513512808817
user_5248,3,0,0,2,7,5,6,9,14,0,20,1,0,0,2,ENGAGED,592.22,633.2513043478259,0.03,1752.47,560.4930858652644
user_767,89,41,77,48,71,99,77,55,447,0,497,0,1,2,2,ENGAGED,2.075,5.993725099601594,0.0,107.23,12.902580203831132
user_9676,10,4,11,2,9,3,8,13,34,0,32,4,4,0,7,ENGAGED,0.93,8.735319148936172,0.0,85.11,17.320785810452765
user_8097,63,66,45,91,61,55,52,21,412,0,426,6,0,0,1,ENGAGED,4.68,23.468914549653572,0.0,425.53,68.75963435843813
user_2097,79,44,55,43,67,54,53,45,350,0,362,28,2,1,2,ENGAGED,17.02,138.2791392405063,0.18,2685.45,388.7630720047716
user_2878,91,48,127,73,78,99,52,97,471,1,529,25,1,2,10,ENGAGED,7.57,43.399119718309805,0.0,8510.65,365.46743165807703
user_9823,5,7,3,3,1,0,4,6,17,0,19,2,0,0,2,ENGAGED,8.73,29.809999999999995,0.85,212.77,49.94205369498463
user_464,7,0,0,0,11,11,0,6,23,0,12,9,1,0,7,ENGAGED,2.54,3.2548275862068965,0.0,10.52,3.412519618666426
user_5252,23,25,25,16,25,25,16,32,123,0,126,5,6,1,17,ENGAGED,7.59,170.4559354838712,0.0,2277.15,451.68785540933186
user_6002,6,4,8,4,17,11,12,22,40,0,57,1,0,0,4,ENGAGED,23.96,54.09919354838708,0.0,258.48,77.31506194951282
user_405,39,10,33,50,32,21,13,17,181,0,163,19,4,2,10,ENGAGED,3.865,54.27469696969701,0.0,1702.13,199.98884599013536
user_773,25,20,18,11,37,24,8,53,90,0,123,16,0,1,3,ENGAGED,13.62,43.751468531468554,0.0,255.22,54.30206122664251
user_9844,102,49,104,79,90,98,103,148,477,2,443,45,44,3,88,ENGAGED,26.17,69.00460799999996,0.0,1046.86,113.35797950242994
user_9521,33,48,28,13,26,35,39,45,177,0,190,23,2,1,6,ENGAGED,16.98,42.20081081081084,0.0,595.75,84.48386488844444
user_4030,21,20,15,25,7,29,11,28,100,0,108,5,1,2,12,ENGAGED,12.530000000000001,33.40296875000001,0.0,489.72,69.85614063787031
user_7172,7,8,7,5,12,16,5,12,48,0,47,10,0,0,3,ENGAGED,37.44,135.62300000000002,0.0,1154.38,233.52318892803484
user_643,52,42,63,62,59,38,48,51,313,0,330,5,11,5,13,ENGAGED,6.81,24.77590659340659,0.0,425.53,56.808776457928566
user_8957,100,65,123,74,82,80,74,145,453,0,522,30,15,1,30,ENGAGED,7.32,1454.3034280936479,0.0,851064.53,34801.433058874725
user_6902,0,2,8,3,0,0,0,5,8,0,9,3,0,0,1,ENGAGED,93.62,91.56230769230768,0.85,170.21,77.32189223777941
user_3857,42,38,31,54,26,24,46,27,234,0,257,0,2,0,2,ENGAGED,6.61,55.33762452107285,0.01,1653.54,163.85471453426243
user_9556,17,34,6,28,8,23,19,45,90,0,130,1,3,0,1,ENGAGED,12.81,21.743925925925925,0.1,150.0,27.331993638648623
user_8965,225,147,259,223,273,245,287,541,1118,0,1041,384,136,25,73,ENGAGED,4.08,14.091633514165187,0.0,895.15,35.46728793967257
user_1058,19,10,13,14,23,17,13,41,68,0,79,2,24,0,4,ENGAGED,42.55,66.67853211009177,0.09,447.11,88.8887154007927
user_5057,30,35,32,34,18,12,24,45,140,0,170,5,0,0,10,ENGAGED,26.81,54.3011891891892,0.0,374.13,65.69501028875032
user_5091,156,101,156,109,130,84,144,129,751,0,838,23,4,9,6,ENGAGED,5.0,16.413238636363626,0.0,425.53,31.031567055027296
user_5064,17,28,33,25,33,30,16,12,170,0,130,40,0,0,12,ENGAGED,14.225000000000001,24.028736263736292,0.0,238.3,31.651479782583564
user_5185,19,11,21,12,22,18,22,31,94,0,91,17,4,1,12,ENGAGED,4.97,10.04704,0.0,95.62,18.59233656835438
user_9815,4,6,2,3,0,3,0,3,15,0,15,0,1,0,2,ENGAGED,34.63,31.107222222222227,0.0,55.8,19.54481932426853
user_9962,61,116,63,70,62,51,51,110,364,0,462,9,0,0,3,ENGAGED,3.4450000000000003,21.464873417721563,0.01,680.85,83.39383006368081
user_8209,6,12,22,31,5,11,5,10,82,0,77,9,0,2,4,ENGAGED,20.009999999999998,69.64826086956529,0.0,643.12,134.28619407824135
user_9223,165,160,266,192,237,240,220,583,897,1,1400,53,0,9,17,ENGAGED,1.43,10.381358108108161,0.0,716.12,28.618684757012026
user_90,7,5,7,2,2,5,4,5,27,1,25,4,1,0,1,ENGAGED,6.8,10.497500000000004,0.85,54.4,12.290742123056845
user_2134,80,60,50,120,68,62,61,53,448,1,447,35,6,0,12,ENGAGED,2.68,24.86405189620762,0.0,1751.02,116.39467569158522
user_4403,18,29,24,17,13,10,19,32,98,0,109,8,2,0,11,ENGAGED,42.55,90.94876923076926,0.0,553.19,129.6065248920651
user_743,14,14,29,10,20,26,13,43,83,0,108,3,4,1,10,ENGAGED,2.73,5.364126984126985,0.0,99.42,9.8128394479756
user_1459,8,0,5,3,3,6,5,6,24,0,26,1,0,0,3,NOT_ENGAGED,12.239999999999998,22.23033333333333,0.85,170.21,36.45384076858856
user_6256,24,12,12,21,6,3,18,29,67,0,73,8,2,3,10,ENGAGED,8.51,17.607812499999987,0.0,145.53,28.389801067252268
user_5217,415,314,192,117,354,442,390,369,1855,0,1942,183,58,14,27,ENGAGED,5.96,44.700665467625775,0.0,2112.59,131.1998199555628
user_9404,13,14,8,5,21,10,20,32,59,0,70,8,2,0,11,ENGAGED,2.98,18.823626373626368,0.0,851.06,90.60725438845614
user_9795,101,85,95,93,126,104,99,269,434,0,553,64,28,18,40,ENGAGED,7.59,133.8662304409675,0.0,2277.15,327.46673860219147
user_9777,28,13,18,23,11,9,13,16,99,0,104,6,2,1,2,ENGAGED,6.14,19.522347826086953,0.0,230.95,40.35348925826059
user_2451,33,21,28,14,38,23,31,48,140,1,155,10,0,3,19,ENGAGED,1.76,5.250159574468088,0.0,99.42,13.284382591223983
user_7936,26,16,15,12,11,13,19,19,93,0,86,15,2,0,9,ENGAGED,13.64,52.931250000000034,0.0,595.75,93.00645281425417
user_4007,44,29,52,16,26,31,24,74,148,0,214,3,3,0,2,ENGAGED,0.99,10.32972972972973,0.0,198.83,26.11926689426876
user_8885,0,1,0,1,0,3,0,2,3,0,4,0,0,0,1,NOT_ENGAGED,7.59,6.4399999999999995,0.85,8.51,3.2105451250527532
user_2361,76,82,64,73,84,80,79,21,517,0,461,23,5,0,49,ENGAGED,8.559999999999999,93.66607806691454,0.0,4255.32,385.81027029371023
user_1741,10,9,4,19,6,3,12,9,54,0,42,16,1,0,4,ENGAGED,8.62,61.03539682539683,0.0,2584.68,324.6346406437371
user_196,17,28,18,33,51,22,20,60,129,0,138,27,1,1,22,ENGAGED,8.99,13.5399470899471,0.0,101.02,17.343423595659033
user_7080,168,128,203,214,214,146,144,103,1114,0,1151,32,5,10,19,ENGAGED,1.39,12.511520131470826,0.0,268.42,29.406692157699307
user_1372,10,0,1,3,0,0,0,4,10,0,7,1,0,0,6,ENGAGED,4.17,6.408571428571429,0.0,17.32,6.677285096784192
user_545,0,0,2,2,4,0,1,2,7,0,6,0,0,0,3,ENGAGED,14.94,23.107777777777773,0.0,85.11,27.570483663592928
user_8656,5,5,7,0,6,2,2,5,22,0,6,16,1,1,3,ENGAGED,10.0,597.4218518518518,0.0,6294.82,1371.4610527379946
user_7978,72,122,71,89,70,49,43,64,452,0,497,9,1,0,9,ENGAGED,7.6899999999999995,35.675949612403095,0.0,835.09,87.12330504302943
user_8786,3,9,8,3,1,4,6,1,33,0,13,19,0,0,2,ENGAGED,9.35,259.77882352941197,0.78,8510.65,1457.916114841223
user_9310,8,1,4,4,3,2,5,12,15,0,12,5,2,0,8,ENGAGED,85.11,103.49074074074072,0.75,217.02,84.58309355193161
user_8308,279,314,340,358,219,231,259,971,1029,0,1922,37,9,6,26,ENGAGED,2.1399999999999997,21.990429999999982,0.0,2382.98,82.4281142009233
user_5900,1,0,1,0,2,0,2,2,4,0,5,0,0,0,1,NOT_ENGAGED,46.709999999999994,39.445,1.0,50.0,19.160628121228175
user_9808,37,83,53,81,28,38,51,81,290,0,340,12,8,2,9,ENGAGED,36.54,51.53576819407013,0.0,719.0,66.50653727380136
user_6208,93,85,123,104,80,64,66,81,534,1,522,13,12,7,60,ENGAGED,12.75,77.76097560975607,0.0,2127.66,225.4191231768835
user_6738,22,16,20,41,37,15,19,47,123,0,123,8,24,0,15,ENGAGED,17.0,49.74964705882356,0.0,1702.13,144.53687467870103
user_8463,0,0,4,1,4,1,4,1,13,0,12,0,0,1,1,ENGAGED,0.85,2.3150000000000004,0.0,8.51,2.64995428117311
user_6133,40,28,67,38,21,43,39,54,222,0,135,102,12,0,27,ENGAGED,54.275,96.08293478260853,0.0,638.3,107.34698841222293
user_2268,0,1,0,1,11,1,2,2,14,0,15,0,0,0,1,NOT_ENGAGED,1.79,5.770000000000001,0.1,35.81,9.41054373207698
user_4031,123,83,92,105,104,126,121,146,608,0,625,20,14,5,90,ENGAGED,5.03,18.900053050397837,0.0,694.49,57.66707438614757
user_6854,30,38,21,27,23,18,16,97,76,0,151,7,6,0,9,ENGAGED,8.51,12.734566473988439,0.0,119.15,18.05496918207322
user_5514,25,54,70,59,86,24,15,7,326,0,323,6,1,0,3,ENGAGED,1.04,3.7233933933933936,0.01,255.32,15.979146676541845
user_8151,121,54,137,197,103,152,100,194,670,0,734,93,0,14,23,ENGAGED,7.59,45.40064814814812,0.0,1202.02,122.23661052646105
user_8718,7,16,4,10,13,17,8,17,58,0,66,1,3,0,5,ENGAGED,40.34,305.1361333333335,0.0,3012.26,780.0698865848293
user_5311,20,28,36,65,19,20,16,20,184,0,40,146,1,2,15,ENGAGED,6.56,7.097156862745084,0.0,19.88,3.7744405849036027
user_6289,103,50,92,57,73,88,89,102,450,2,504,8,16,5,17,ENGAGED,5.99,16.024275362318836,0.0,171.97,30.049784744259103
user_8802,111,135,34,60,97,135,110,267,415,0,599,22,41,8,12,ENGAGED,8.51,18.519472140762527,0.0,255.32,28.91108469468342
user_1243,0,3,2,2,1,0,3,8,3,0,4,0,7,0,0,NOT_ENGAGED,0.85,72.88636363636365,0.85,227.28,100.82946556168265
user_8991,22,18,21,8,5,10,6,19,71,0,56,9,3,8,14,ENGAGED,2.55,5.4974444444444455,0.0,42.55,6.912393292934419
user_5793,36,31,40,41,49,65,44,129,177,1,229,5,34,0,37,ENGAGED,13.605,112.67379084967314,0.0,1653.54,246.5797314713186
user_9443,9,1,1,5,9,13,8,9,37,0,37,4,4,0,1,ENGAGED,9.64,28.333260869565212,0.11,168.4,37.75049904331496
user_6060,29,30,26,23,28,39,28,31,172,0,168,16,7,3,9,ENGAGED,25.06,86.44876847290647,0.0,851.06,156.1659957566117
user_1142,27,61,38,36,32,38,25,46,211,0,228,6,8,4,11,ENGAGED,17.02,50.8981322957199,0.0,510.64,96.65899771602643
user_4334,42,22,21,10,49,46,27,58,159,0,191,7,6,0,13,ENGAGED,7.65,17.59193548387099,0.0,306.38,39.800796845916196
user_6265,0,0,1,3,2,1,0,3,4,0,5,0,0,0,2,NOT_ENGAGED,1.4,4.097142857142857,0.85,8.51,3.7241451559864234
user_6409,3,0,1,3,1,5,3,3,13,0,13,1,0,0,2,NOT_ENGAGED,2.425,4.1899999999999995,0.15,17.02,5.056626016096768
user_3893,20,8,13,16,15,11,15,8,90,0,53,39,0,0,6,ENGAGED,3.33,42.68316326530614,0.0,1192.99,133.2256762936905
user_1151,19,20,40,38,50,39,35,43,198,0,206,20,5,0,10,ENGAGED,7.52,128.5420746887968,0.0,6040.16,442.8528728584823
user_1727,10,4,0,9,7,0,4,12,22,0,22,4,6,0,2,ENGAGED,17.02,68.55617647058823,0.85,468.09,137.23210959217755
user_985,137,135,165,104,134,144,156,466,509,0,736,109,19,13,98,ENGAGED,5.51,23.11274871794861,0.0,479.06,53.66034403356214
user_1104,120,134,194,177,113,151,113,83,919,0,927,45,9,4,17,ENGAGED,2.66,120.97030938123761,0.0,17021.29,923.73833942166
user_5876,38,21,33,20,24,23,22,86,95,0,152,4,19,1,5,ENGAGED,42.55,49.19629834254145,0.85,212.77,40.63052205341102
user_3051,6,7,19,12,8,10,13,48,27,0,35,1,3,0,36,ENGAGED,8.51,10.774933333333333,0.66,59.57,12.08074538747991
user_1439,0,0,0,0,1,5,3,2,7,0,8,0,0,0,1,NOT_ENGAGED,0.85,2.022222222222222,0.75,8.51,2.545578410586569
user_552,2,4,6,7,4,1,5,7,22,0,19,6,0,0,4,ENGAGED,4.09,16.68655172413793,0.85,89.29,27.04624627715885
user_4259,46,21,44,45,47,33,66,48,254,0,269,13,5,4,11,ENGAGED,7.595000000000001,162.75238410596026,0.0,42670.67,2454.8158851888857
user_2466,6,6,5,5,13,16,13,9,55,0,36,6,0,0,22,ENGAGED,13.61,42.22765625,0.0,306.38,75.5946598588918
user_4199,5,31,17,26,26,14,21,41,99,0,95,30,0,1,14,ENGAGED,15.815000000000001,36.64771428571429,0.0,375.96,57.120220365419094
user_1822,0,1,0,0,0,1,3,2,3,0,4,0,0,0,1,NOT_ENGAGED,3.4,4.046,0.85,8.51,2.9382698991072966
user_4420,90,25,74,41,89,62,67,64,384,0,404,23,3,7,11,ENGAGED,4.285,22.138147321428598,0.0,268.55,46.33146036552709
user_1464,8,7,8,10,10,8,9,34,26,0,47,0,9,0,4,ENGAGED,212.77,302.9210000000003,0.85,3441.06,571.1977900087218
user_5224,63,64,77,79,67,51,60,41,420,1,374,56,2,5,23,ENGAGED,35.74,119.94967462039054,0.0,2893.62,334.2618314898979
user_1917,15,4,5,1,2,11,1,15,24,0,26,5,0,0,8,ENGAGED,11.23,34.90102564102563,0.45,99.23,36.51763581115523
user_2925,76,51,126,67,103,69,67,98,461,0,504,9,0,3,43,ENGAGED,5.96,17.685796064400712,0.0,298.25,33.12536031644843
user_421,90,70,78,83,90,50,57,53,465,0,478,10,4,3,23,ENGAGED,1.59,11.390057915057893,0.0,198.83,26.631457253979313
user_5457,7,9,2,3,9,4,0,8,26,0,28,4,0,0,2,ENGAGED,10.355,50.58294117647059,0.13,425.53,92.85427326631026
user_3410,11,1,5,0,10,7,2,9,27,1,20,8,5,0,2,ENGAGED,6.16,21.961111111111112,0.0,130.91,36.67361377477801
user_6261,13,21,26,18,30,11,20,42,97,0,125,4,7,0,3,ENGAGED,12.15,91.24424460431652,0.03,1653.54,274.4179582341832
user_9469,34,9,44,17,50,50,56,28,232,0,199,15,2,7,37,ENGAGED,3.065,7.521807692307696,0.0,119.3,13.180025317729946
user_5878,0,0,2,0,12,0,0,6,8,0,13,0,0,0,1,NOT_ENGAGED,4.26,4.042857142857143,0.77,8.51,2.228194952703364
user_4529,15,19,18,15,10,11,16,21,83,0,91,3,5,0,5,ENGAGED,19.935,65.91999999999999,0.2,766.89,122.08037915552715
user_484,45,24,37,32,27,30,27,16,206,0,191,14,0,7,10,ENGAGED,94.695,293.2765765765764,0.0,1952.13,394.4512904670526
user_277,51,46,37,34,29,37,48,63,219,2,251,17,7,0,5,ENGAGED,67.66,132.55347517730493,0.85,2553.19,223.09178272689581
user_255,1,6,2,2,3,4,3,6,15,0,20,0,0,0,1,ENGAGED,6.8,28.68095238095237,0.85,211.06,55.162670430714456
user_2318,94,49,80,52,59,56,75,53,412,0,432,14,11,0,8,ENGAGED,2.78,35.588881720430145,0.0,497.08,78.82947549029073
user_576,20,40,13,26,21,20,22,27,135,1,143,6,5,0,7,NOT_ENGAGED,20.095,71.43506172839513,0.01,1153.18,130.26706054740302
user_5915,61,28,57,19,57,67,56,24,321,0,293,24,5,7,16,ENGAGED,4.27,18.033971014492764,0.0,357.16,41.64722009971422
user_2237,109,134,94,153,119,98,99,310,496,0,727,48,1,1,29,ENGAGED,6.35,100.42681141439196,0.0,8510.65,588.2757040548667
user_3691,6,5,1,5,0,3,4,7,17,0,20,0,2,0,2,ENGAGED,42.55,72.35124999999998,0.61,382.98,110.70246976202944
user_3275,1,3,2,3,2,2,3,4,12,0,14,0,0,1,1,ENGAGED,154.16000000000003,206.406875,0.85,425.53,177.85346686598493
user_3880,45,44,46,15,53,52,51,67,239,0,270,5,8,0,23,ENGAGED,21.97,41.57071895424834,0.21,198.58,46.55537351112219
user_8804,42,63,76,71,41,83,63,72,367,0,385,28,2,1,23,ENGAGED,24.26,82.00412300683374,0.0,994.16,151.97519695223224
user_9788,73,79,41,36,40,22,57,28,320,0,327,13,1,0,7,ENGAGED,8.7,42.46109195402304,0.01,510.64,83.91198076441219
user_1755,14,27,0,40,33,38,47,60,139,0,153,17,7,1,21,ENGAGED,105.92,225.38899497487412,0.85,789.07,225.89324451199627
user_2721,222,166,196,183,208,167,130,295,977,0,1163,34,30,13,32,ENGAGED,6.574999999999999,48.60698899371065,0.0,2212.77,169.99498192475292
user_1244,42,19,22,44,31,50,28,65,171,0,203,4,6,1,22,ENGAGED,10.645,51.58512711864408,0.0,339.29,81.42707761500434
user_980,32,16,50,5,28,40,38,46,163,0,164,10,19,5,11,ENGAGED,82.61,1066.1596650717709,0.0,10212.77,1899.7658227955117
user_2559,6,1,10,8,15,0,1,19,22,0,24,1,5,0,11,ENGAGED,9.5,13.344634146341466,0.0,54.38,15.097708285955353
user_2091,31,10,21,9,20,31,23,15,130,3,132,3,0,1,6,ENGAGED,16.95,82.9546896551724,0.21,978.72,179.55002682266874
user_8105,120,88,86,58,73,82,77,73,511,1,500,28,3,6,46,ENGAGED,6.99,168.32696917808212,0.0,85106.45,3521.142509993781
user_350,0,1,0,4,0,1,1,1,6,0,7,0,0,0,0,NOT_ENGAGED,8.11,13.87,5.0,50.0,16.15647548198554
user_5986,43,35,47,54,43,37,64,49,274,0,279,7,11,8,18,ENGAGED,8.51,40.78461300309601,0.0,851.06,98.12480705249256
user_8254,74,3,80,53,68,106,89,83,390,1,418,43,0,3,8,ENGAGED,21.18,247.9195137420718,0.85,8510.65,859.2100357963184
user_1341,14,4,18,0,14,1,2,28,25,0,27,12,7,0,7,ENGAGED,31.03,7065.099433962262,0.85,127659.68,28195.57594483427
user_1679,12,3,4,5,1,1,15,7,34,0,16,20,2,0,3,NOT_ENGAGED,5.95,8.168048780487801,0.69,42.55,10.350173481520056
user_413,4,12,8,6,8,9,4,10,41,0,47,1,0,0,3,ENGAGED,23.05,55.05960784313726,0.85,510.64,98.00041134527515
user_2263,25,27,41,29,34,15,19,37,153,0,169,15,0,2,4,ENGAGED,19.155,513.4606842105262,0.0,85106.45,6170.495457163226
user_9216,25,19,11,13,41,16,22,46,101,0,116,13,8,3,7,ENGAGED,17.02,346.8032653061224,0.0,42553.23,3507.1655585600083
user_8311,8,5,9,12,11,11,9,12,53,0,58,2,1,1,3,ENGAGED,42.55,69.1709230769231,0.85,425.53,84.09415210277476
user_3430,21,9,34,6,26,29,17,37,105,0,113,14,1,0,14,ENGAGED,13.41,48.48126760563381,0.0,556.73,103.99314113265885
user_6435,12,6,12,20,18,11,17,24,72,0,88,0,2,0,6,ENGAGED,69.695,502.15395833333326,0.21,2575.24,800.3268884234993
user_3065,22,13,27,16,23,11,9,26,95,0,114,3,0,0,4,ENGAGED,11.91,51.5696694214876,0.0,725.11,106.75583036329434
user_5171,2,6,5,4,6,1,5,10,19,0,22,4,0,0,3,ENGAGED,4.95,9.263448275862066,0.0,39.77,10.228741116461313
user_5395,13,38,30,27,20,37,47,33,179,0,186,6,1,6,13,ENGAGED,9.285,39.51594339622644,0.0,759.05,85.87937763454772
user_3276,5,8,20,8,25,8,14,23,65,0,70,8,1,0,9,ENGAGED,10.24,37.40329545454546,0.0,338.01,56.72822579332821
user_6129,3,4,0,1,0,0,2,5,5,0,8,0,0,0,2,ENGAGED,42.55,50.17300000000001,0.85,105.92,43.01243077426701
user_6898,14,4,6,6,8,5,4,8,39,0,37,5,0,0,5,ENGAGED,7.41,25.23063829787234,0.0,198.83,39.70172515166692
user_6980,10,8,27,0,19,16,9,21,68,0,65,18,2,0,4,ENGAGED,42.55,69.42876404494386,0.0,425.53,93.81479587246044
user_8068,61,45,56,60,69,40,45,24,352,0,368,5,0,1,2,ENGAGED,1.205,8.778989361702152,0.01,198.83,23.02272133442425
