age,num_contacts,num_referrals,num_successful_referrals,METAL,METAL_FREE,PREMIUM,PREMIUM_FREE,PREMIUM_OFFER,STANDARD,Android,Apple,num_notifications,num_notified_15,num_notified_30,num_notified_45,num_notified_60,num_notified_90,num_notified_180,num_channles_of_com,num_reasons_com,num_transactions_Fri,num_transactions_Mon,num_transactions_Sat,num_transactions_Sun,num_transactions_Thu,num_transactions_Tue,num_transactions_Wed,INBOUND_count,OUTBOUND_count,CANCELLED_count,COMPLETED_count,DECLINED_count,FAILED_count,PENDING_count,REVERTED_count,median_usd,mean_usd,min_usd,max_usd
56,0,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,5.0,1.0,2,4,17,29,12,26,21,20,20,36,109,0,135,3,0,1,6,9.36,16.396551724137932,0.09,181.28
56,0,0,0,0,0,0,0,0,1,0,1,9,9.0,9.0,9.0,9.0,8.0,4.0,2,4,13,9,3,11,1,7,3,10,37,0,42,2,0,2,1,10.08,38.71957446808512,1.0,200.0
34,19,0,0,1,0,0,0,0,0,1,0,12,12.0,12.0,12.0,12.0,10.0,7.0,3,5,13,16,9,9,4,10,9,24,46,0,60,5,0,0,5,82.055,170.27557142857142,0.0,851.06
37,20,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,3.0,1.0,2,3,75,83,85,102,46,78,44,59,454,0,478,12,1,3,19,26.18,260.93931773879143,0.0,11700.0
47,2,0,0,1,0,0,0,0,0,1,0,7,7.0,7.0,7.0,7.0,7.0,5.0,2,3,169,119,161,146,137,66,109,293,614,0,858,24,0,5,20,1.16,86.91635060639445,0.0,6280.86
46,0,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,5.0,1.0,2,3,0,0,0,0,0,0,4,3,1,0,3,0,0,0,1,6.805,5.7425,0.85,8.51
25,57,0,0,0,0,0,0,0,1,0,1,12,12.0,12.0,12.0,12.0,10.0,0.0,2,5,15,5,13,7,7,13,12,11,61,0,58,11,0,2,1,5.45,11.355138888888893,0.0,150.0
37,47,0,0,0,0,0,0,0,1,0,1,9,9.0,9.0,9.0,9.0,7.0,0.0,2,4,6,5,0,8,2,0,0,11,10,0,21,0,0,0,0,17.02,35.61333333333333,5.74,119.15
31,0,0,0,0,0,0,0,0,1,1,0,8,8.0,8.0,8.0,8.0,7.0,0.0,2,5,0,2,1,2,0,0,1,3,3,0,5,0,0,1,0,27.14,50.25333333333333,0.0,153.19
41,19,0,0,0,0,0,0,0,1,0,1,6,6.0,6.0,6.0,6.0,6.0,3.0,2,3,33,29,28,27,30,26,43,53,163,0,183,23,0,2,8,22.06,40.23819444444445,0.0,300.0
34,3,0,0,0,0,0,0,0,1,0,1,8,8.0,8.0,8.0,8.0,6.0,4.0,2,5,11,5,13,6,10,5,8,25,33,0,47,3,1,0,7,25.53,40.13362068965517,0.0,170.21
44,117,0,0,0,0,0,0,0,1,0,1,12,12.0,12.0,12.0,12.0,11.0,11.0,3,4,0,0,3,7,1,2,0,8,5,0,12,0,0,0,1,5.15,17.49846153846154,0.54,85.11
46,31,0,0,0,0,0,0,0,1,1,0,9,9.0,9.0,9.0,9.0,7.0,0.0,2,6,2,2,2,2,0,6,1,6,9,0,7,4,1,1,2,19.88,26.706000000000003,0.0,99.42
50,9,0,0,0,0,0,0,0,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,7,5,4,6,5,8,0,16,19,0,32,0,0,0,3,42.55,55.784571428571425,0.51,170.21
60,4,0,0,0,0,0,0,0,1,0,1,9,9.0,9.0,9.0,9.0,7.0,3.0,2,5,1,0,2,0,2,1,0,3,3,0,5,0,0,0,1,18.0,97.0,1.0,270.0
28,82,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,4.0,1.0,2,3,17,27,19,35,20,27,19,35,129,0,129,13,10,0,12,13.295,57.37134146341465,0.0,851.06
27,12,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2,0,0,6,0,0,0,0,2,4,0,6,0,0,0,0,1114.67,758.2800000000002,22.75,1137.42
26,2,0,0,0,0,0,0,0,1,0,1,45,45.0,45.0,38.0,38.0,6.0,1.0,1,3,62,80,80,75,70,54,62,66,417,0,422,26,13,1,21,8.27,52.98904761904763,0.0,1702.13
54,7,0,0,0,0,1,0,0,0,0,1,7,7.0,7.0,7.0,7.0,6.0,5.0,2,5,90,121,92,144,107,123,103,123,657,0,696,58,1,3,22,10.0,89.07766666666664,0.0,10073.0
40,0,0,0,1,0,0,0,0,0,0,1,4,4.0,4.0,4.0,4.0,4.0,0.0,2,2,41,39,20,31,24,26,54,149,86,0,217,4,2,6,6,12.21,19.893021276595725,0.0,104.69
33,0,0,0,0,0,0,0,0,1,0,1,8,8.0,8.0,8.0,8.0,8.0,0.0,2,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0.11,3.87,0.11,11.39
26,2,0,0,0,0,0,0,0,1,0,1,4,4.0,4.0,4.0,4.0,3.0,0.0,2,2,1,0,0,0,0,3,0,0,4,0,4,0,0,0,0,2.465,2.1175,0.23,3.31
27,4,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,4.0,2.0,2,4,14,12,21,17,15,9,18,13,93,0,103,3,0,0,0,16.22,34.69264150943396,0.97,255.32
31,0,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,4.0,1.0,2,4,4,12,8,6,8,9,4,10,41,0,47,1,0,0,3,23.05,55.05960784313726,0.85,510.64
20,0,0,0,0,0,0,0,0,1,0,1,6,6.0,6.0,6.0,6.0,6.0,3.0,2,4,104,78,117,112,82,78,74,67,578,0,624,12,0,0,9,1.95,28.462434108527106,0.0,1500.0
69,0,0,0,0,0,0,0,0,1,0,1,13,13.0,13.0,13.0,13.0,12.0,4.0,2,3,1,1,0,2,0,7,2,3,10,0,9,3,0,0,1,156.34,311.50615384615384,0.01,2000.0
36,2,0,0,0,0,0,0,0,1,0,1,9,9.0,9.0,9.0,9.0,7.0,5.0,2,4,0,0,2,3,0,4,3,7,5,0,10,0,1,0,1,95.325,87.26583333333332,0.08,158.87
25,12,0,0,0,0,0,0,0,1,0,1,8,7.0,7.0,7.0,7.0,7.0,4.0,2,4,7,8,13,19,19,12,11,15,74,0,74,4,0,2,9,8.55,29.2876404494382,0.0,373.21
60,10,0,0,0,0,0,0,0,1,0,1,10,10.0,10.0,9.0,9.0,8.0,0.0,2,5,9,2,4,12,16,7,4,11,43,0,50,2,1,0,1,30.0,65.56185185185187,1.0,500.0
31,8,0,0,0,0,0,0,0,1,1,0,7,7.0,7.0,7.0,7.0,6.0,3.0,2,3,9,4,9,10,10,9,9,13,47,0,50,5,0,0,5,23.35,63.56933333333333,0.85,851.06
27,14,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,4.0,4.0,4.0,1.0,2,3,13,12,18,11,12,5,5,18,58,0,65,8,0,0,3,5.065,12.20315789473684,0.0,127.66
30,0,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,3.0,0.0,1,2,3,4,0,0,3,2,3,9,6,0,15,0,0,0,0,600.0,413.1593333333333,8.51,711.99
29,20,0,0,0,0,0,0,0,1,1,0,10,10.0,10.0,10.0,10.0,8.0,3.0,2,3,52,36,67,41,69,51,44,49,311,0,303,49,1,3,4,6.25,13.227999999999998,0.09,170.21
36,78,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2,7,4,7,11,8,3,0,11,29,0,30,2,0,6,2,6.895,32.3395,0.18,177.12
30,79,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,0,2,0,0,0,4,7,0,0,1,0,1,0,5,8.51,5.107142857142857,0.01,8.51
52,1,0,0,0,0,0,0,0,1,1,0,2,2.0,2.0,1.0,1.0,0.0,0.0,2,2,11,2,8,11,2,15,4,27,26,0,52,0,0,0,1,200.23,260.5835849056604,1.0,600.0
27,6,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2,5,9,1,1,0,13,2,10,21,0,25,0,0,0,6,8.51,18.54064516129032,0.75,127.66
47,3,0,0,0,0,0,0,0,1,0,1,4,4.0,4.0,4.0,4.0,4.0,0.0,2,3,45,43,77,31,27,61,34,40,278,2,275,21,1,0,19,10.0,36.86556603773585,0.0,1000.0
34,31,0,0,0,0,0,0,0,1,1,0,6,6.0,5.0,5.0,5.0,4.0,1.0,2,5,10,13,20,33,20,19,22,57,80,1,112,1,3,0,20,12.24,38.03766423357662,0.0,284.64
28,4,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,4.0,3.0,2,4,0,8,5,7,2,4,5,8,23,0,27,2,0,0,2,6.68,82.28354838709681,0.0,680.85
29,49,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,2.0,2.0,2.0,0.0,2,2,47,62,65,46,54,50,41,52,313,0,328,25,1,6,5,3.58,15.620630136986287,0.0,232.74
21,0,0,0,0,0,0,0,0,1,1,0,9,9.0,9.0,9.0,9.0,8.0,1.0,2,4,65,65,61,65,78,60,53,28,419,0,417,22,0,0,8,9.55,25.35800894854587,0.9,500.0
42,1,0,0,0,0,0,0,0,1,1,0,10,10.0,10.0,10.0,10.0,9.0,7.0,2,5,2,0,2,3,2,4,6,3,16,0,16,3,0,0,0,2.55,5.981578947368423,0.5,25.53
28,3,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,6.0,6.0,2,2,36,18,20,20,23,7,7,25,106,0,110,4,0,13,4,42.55,88.01175572519085,0.0,765.96
28,9,0,0,0,0,1,0,0,0,1,0,9,9.0,9.0,9.0,9.0,8.0,0.0,2,4,40,20,66,36,34,32,45,41,232,0,262,3,0,3,5,13.26,33.437472527472515,0.0,260.0
24,0,0,0,0,0,0,0,0,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,98,57,85,52,61,53,59,9,456,0,453,10,0,0,2,1.98,12.72679569892474,0.21,1021.28
25,16,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,5.0,2.0,2,5,2,6,5,4,6,1,5,10,19,0,22,4,0,0,3,4.95,9.263448275862066,0.0,39.77
45,15,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,3.0,0.0,2,3,3,2,3,5,2,9,1,9,16,0,16,3,1,0,5,29.88,98.07120000000003,1.0,400.0
40,0,0,0,0,0,0,0,0,1,0,1,8,8.0,8.0,8.0,8.0,7.0,1.0,2,4,16,17,32,18,16,10,17,8,118,0,116,9,0,0,1,3.5700000000000003,14.26825396825397,0.2,298.25
21,0,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,5.0,3.0,2,4,0,0,0,0,3,0,0,2,1,0,2,0,0,0,1,10.0,7.0,1.0,10.0
30,1,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,3.0,0.0,2,2,9,14,19,10,13,18,8,26,65,0,85,4,0,1,1,4.26,42.851538461538475,0.15,313.56
27,11,0,0,0,0,0,0,0,1,0,1,9,7.0,2.0,2.0,2.0,2.0,2.0,2,4,0,2,0,2,3,3,0,6,4,0,8,0,0,0,2,797.315,600.7470000000002,1.0,1200.23
68,0,0,0,0,0,0,0,0,1,1,0,9,9.0,9.0,9.0,9.0,8.0,5.0,2,3,1,3,2,3,0,0,1,2,8,0,10,0,0,0,0,20.935,58.04700000000001,5.1,212.77
63,4,0,0,0,0,0,0,0,1,0,1,4,4.0,4.0,4.0,4.0,3.0,2.0,2,3,2,11,3,5,1,2,7,12,19,0,21,4,2,0,4,31.91,70.41032258064514,0.85,212.77
55,49,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,4.0,4.0,3.0,1.0,2,4,30,10,38,11,23,6,7,17,108,0,108,10,0,0,7,17.49,80.37303999999997,0.0,1194.97
32,24,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,4.0,2.0,2,4,52,38,36,32,58,26,56,50,248,1,271,21,2,0,3,30.0,64.17097315436243,0.85,851.06
41,2,0,0,0,0,0,0,0,1,0,1,13,12.0,12.0,12.0,11.0,10.0,6.0,2,5,14,9,10,7,3,6,1,16,34,0,38,5,4,0,3,44.275,62.63500000000002,1.0,350.0
52,173,0,0,0,0,0,0,0,1,1,0,10,10.0,10.0,10.0,10.0,9.0,3.0,2,3,20,22,15,20,18,20,15,16,114,0,122,1,3,0,4,6.135,17.058769230769233,0.0,170.21
52,1,0,0,0,0,1,0,0,0,0,1,10,10.0,10.0,10.0,10.0,7.0,4.0,2,4,80,45,109,42,109,106,85,65,511,0,545,13,2,4,12,17.305,53.10312500000001,0.0,500.0
47,5,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,5.0,4.0,2.0,2,3,6,13,14,18,3,10,9,23,50,0,58,5,3,2,5,44.66,92.60753424657531,0.0,430.47
38,16,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,4.0,0.0,2,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,5.5,5.5,1.0,10.0
34,86,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,4.0,2.0,0.0,2,3,12,12,6,6,24,17,38,31,84,0,96,7,1,7,4,4.52,9.235217391304348,0.0,49.71
31,0,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,5.0,3.0,2,4,7,21,22,7,22,12,14,23,82,0,89,3,4,1,8,6.5,25.70276190476191,0.0,200.0
28,19,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,2.0,2.0,0.0,2,3,14,8,11,1,11,10,6,18,43,0,42,13,0,1,5,34.04,115.61901639344265,0.0,851.06
34,23,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,3.0,0.0,2,4,29,27,15,30,22,20,14,26,131,0,145,5,1,2,4,14.22,110.28184713375795,0.0,1702.13
30,0,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,2.0,2.0,1.0,1.0,1,2,28,10,38,31,29,34,34,24,180,0,186,4,0,2,12,9.325,17.93661764705882,0.0,300.0
67,0,0,0,0,0,0,0,0,1,1,0,10,10.0,10.0,10.0,10.0,9.0,5.0,3,5,18,29,24,24,45,20,25,11,174,0,174,5,0,0,6,16.92,60.80081081081079,0.0,1702.13
20,0,0,0,0,0,0,0,0,1,0,1,4,4.0,4.0,4.0,4.0,4.0,0.0,2,3,0,11,0,0,3,6,1,5,16,0,12,6,0,0,3,2.5,4.809523809523808,0.0,10.0
25,32,0,0,0,0,0,0,0,1,1,0,8,8.0,8.0,8.0,8.0,5.0,0.0,2,6,28,9,17,21,27,3,28,39,94,0,124,3,2,1,3,8.15,18.099473684210533,0.0,278.36
46,0,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,3.0,0.0,2,3,13,19,23,13,20,27,17,16,116,0,125,3,0,1,3,8.2,142.90469696969706,0.02,4196.35
49,0,0,0,0,0,0,0,0,1,1,0,11,11.0,11.0,11.0,11.0,11.0,7.0,2,4,3,3,0,4,0,0,3,3,10,0,11,1,0,0,1,8.81,21.106923076923074,1.0,100.0
42,0,0,0,0,0,0,0,0,1,0,1,4,4.0,4.0,4.0,4.0,4.0,4.0,2,1,0,3,0,0,0,0,0,2,1,0,2,0,0,0,1,4.99,35.33,1.0,100.0
55,0,0,0,0,0,0,0,0,1,0,1,10,10.0,10.0,10.0,10.0,9.0,4.0,3,4,8,4,12,6,16,14,19,13,66,0,74,2,1,0,2,10.98,43.63493670886075,0.01,800.0
21,7,0,0,0,0,0,0,0,1,0,1,10,10.0,10.0,10.0,10.0,10.0,8.0,2,3,0,0,3,2,16,3,5,15,14,0,24,2,1,0,2,42.55,203.1293103448276,0.1,2570.21
42,11,0,0,0,0,0,0,0,1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,4,5,3,5,0,2,4,11,12,1,21,0,0,0,1,107.29,121.7473913043478,0.08,387.88
45,29,0,0,0,0,0,0,0,1,1,0,8,8.0,8.0,8.0,8.0,8.0,7.0,2,2,25,17,12,27,15,15,8,36,83,0,108,1,6,1,3,12.57,54.12176470588234,0.0,415.75
28,0,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,1.0,1.0,2,2,2,2,0,0,2,0,0,3,3,0,4,1,0,0,1,5.525,59.66666666666668,0.85,173.35
30,6,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,2.0,0.0,2,4,1,1,5,4,2,1,3,7,10,0,14,1,0,1,1,500.0,580.3000000000002,1.0,2290.0
33,0,0,0,0,0,0,0,0,1,1,0,11,11.0,11.0,11.0,11.0,9.0,5.0,2,6,8,8,13,21,5,3,2,15,45,0,45,6,5,0,4,20.01,96.68833333333336,0.0,669.67
52,12,0,0,0,0,0,0,0,1,1,0,12,12.0,12.0,12.0,12.0,10.0,5.0,3,5,8,7,6,6,14,15,14,21,49,2,42,3,1,2,20,5.025,13.319285714285714,0.0,79.53
28,25,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,5.0,3.0,1.0,2,2,18,1,34,18,12,5,14,34,68,0,87,2,1,3,9,8.94,28.68901960784313,0.0,437.45
28,4,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,1.0,0.0,2,1,10,1,4,0,2,0,14,14,17,0,21,2,0,0,8,37.78,65.00548387096775,0.0,311.17
26,0,0,0,0,0,0,0,0,1,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,4,0,2,2,0,0,0,4.255,11.36,2.89,34.04
36,286,0,0,0,0,0,0,0,1,1,0,9,9.0,8.0,8.0,8.0,7.0,2.0,2,4,30,40,38,21,34,26,40,44,185,0,206,7,4,3,9,8.94,28.18078602620089,0.0,214.84
30,0,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2,3,0,0,0,0,3,0,3,3,0,6,0,0,0,0,79.50999999999998,84.80499999999998,10.0,170.79
35,26,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,5.0,4.0,0.0,2,4,12,3,4,9,9,10,22,29,40,0,57,7,0,1,4,34.9,42.19376811594204,0.0,137.7
43,24,0,0,0,0,0,0,0,1,1,0,10,10.0,9.0,8.0,8.0,7.0,4.0,2,7,5,31,17,26,26,14,21,41,99,0,95,30,0,1,14,15.815,36.64771428571429,0.0,375.96
24,6,0,0,0,0,1,0,0,0,0,1,10,10.0,10.0,10.0,10.0,8.0,6.0,2,6,81,26,107,61,79,46,66,48,418,0,437,17,0,6,6,12.96,35.057381974248955,0.0,1106.38
34,3,0,0,0,0,0,0,0,1,1,0,13,13.0,13.0,13.0,13.0,10.0,5.0,3,3,0,2,0,0,0,0,5,3,4,0,2,0,1,0,4,0.85,11.305714285714286,0.0,42.55
48,23,0,0,1,0,0,0,0,0,0,1,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2,153,79,95,88,164,103,99,204,577,0,707,27,0,21,26,12.99,120.87687580025587,0.0,5000.0
26,17,0,0,0,0,0,0,0,1,1,0,7,7.0,7.0,7.0,7.0,5.0,0.0,2,6,203,173,199,268,148,172,165,163,1165,0,1279,20,4,3,22,6.68,28.535685240963673,0.0,13565.12
24,0,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,3.0,0.0,1,2,0,0,2,1,0,0,0,2,1,0,2,0,1,0,0,10.0,10.0,10.0,10.0
44,18,0,0,0,0,1,0,0,0,1,0,4,4.0,3.0,3.0,3.0,2.0,0.0,2,3,8,16,12,9,13,17,9,10,74,0,27,26,1,0,30,0.85,22.629761904761892,0.0,255.32
23,6,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,3.0,0.0,1,2,11,0,0,0,7,10,0,10,18,0,20,5,0,1,2,18.295,17.791071428571428,0.01,51.59
38,39,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,4.0,2.0,2,5,58,32,40,29,45,59,48,30,281,0,261,22,0,3,25,17.02,96.559807073955,0.0,3404.26
36,98,0,0,0,0,0,0,0,1,0,1,11,11.0,11.0,11.0,11.0,9.0,0.0,2,4,3,0,0,0,0,0,7,9,1,0,3,0,2,0,5,13.425,20.623,0.18,71.61
73,0,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,1.0,1.0,2,2,5,0,0,1,1,0,4,7,4,0,10,0,0,0,1,20.0,44.24545454545454,1.0,100.0
31,7,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,5.0,3.0,2,3,6,12,10,9,12,12,11,13,59,0,48,17,4,0,3,79.83,100.59402777777781,0.85,851.06
27,16,0,0,0,0,0,0,0,1,0,1,8,8.0,8.0,8.0,8.0,7.0,4.0,2,5,24,25,24,34,9,28,9,40,113,0,136,11,3,2,1,6.17,15.74941176470588,0.0,425.53
37,0,0,0,0,0,0,0,0,1,0,1,3,3.0,3.0,3.0,3.0,3.0,0.0,1,2,0,0,0,3,0,0,0,3,0,0,1,0,1,0,1,8.51,5.956666666666668,0.85,8.51
33,14,0,0,0,0,1,0,0,0,0,1,10,10.0,10.0,10.0,10.0,10.0,7.0,2,3,29,18,16,27,21,22,27,24,136,0,137,15,3,0,5,9.815,101.30356249999993,0.6,4000.0
33,107,0,0,0,0,1,0,0,0,0,1,7,6.0,6.0,6.0,6.0,5.0,2.0,2,5,126,196,169,195,131,150,139,131,975,1,1046,15,16,2,26,10.085,315.71955696202497,0.0,28222.95
29,4,0,0,0,0,0,0,0,1,1,0,12,12.0,12.0,12.0,12.0,10.0,9.0,2,5,0,2,1,1,3,2,4,5,8,0,10,0,2,0,1,6.8,7.7823076923076915,0.85,17.02
61,0,0,0,0,0,0,0,0,1,0,1,7,7.0,7.0,7.0,7.0,6.0,3.0,2,4,1,0,9,0,0,0,9,5,14,0,10,4,0,0,5,5.65,29.754210526315784,0.0,150.0
30,16,0,0,0,0,1,0,0,0,0,1,12,12.0,12.0,12.0,12.0,11.0,7.0,2,4,246,190,266,233,224,180,218,159,1398,10,1249,182,46,4,66,15.44,104.50605009633895,0.0,4379.17
33,7,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0.85,0.85,0.85,0.85
42,21,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,5.5,5.5,1.0,10.0
38,0,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,1.0,1.0,1.0,1.0,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,199.48,199.48,199.48,199.48
43,0,0,0,0,0,0,0,0,1,1,0,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2,0,1,0,0,2,0,0,2,1,0,2,0,0,0,1,10.0,7.0,1.0,10.0
39,6,0,0,0,0,0,0,0,1,1,0,7,7.0,7.0,7.0,7.0,6.0,6.0,3,2,0,0,0,0,2,0,2,2,2,0,3,0,0,0,1,4.25,4.465,0.85,8.51
53,26,0,0,0,0,1,0,0,0,1,0,9,7.0,7.0,7.0,7.0,7.0,2.0,2,7,38,53,54,43,37,33,40,122,176,0,270,12,2,1,13,42.545,862.8172818791942,0.0,10033.31
38,10,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,4.0,1.0,2,4,2,3,2,4,2,1,3,10,7,0,13,2,0,1,1,17.87,20.44,0.85,62.74
28,36,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,3.0,0.0,2,4,18,26,35,38,25,39,21,54,148,0,186,5,1,2,8,5.3100000000000005,12.29925742574257,0.0,99.42
22,6,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,3.0,0.0,2,4,10,1,3,11,14,0,0,15,24,0,31,3,2,0,3,8.51,25.801538461538463,0.3,184.06
30,0,0,0,0,0,0,0,0,1,1,0,8,8.0,8.0,8.0,8.0,5.0,0.0,2,5,14,3,19,8,16,19,13,8,84,0,70,4,0,6,12,11.55,250.00619565217383,0.0,6529.49
31,77,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,3.0,1.0,2,2,20,19,29,11,19,5,11,32,82,0,103,2,4,0,5,20.715,45.5464912280702,0.0,255.32
23,7,0,0,0,0,0,0,0,1,0,1,10,10.0,10.0,10.0,10.0,9.0,3.0,2,5,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,4.68,4.68,0.85,8.51
29,24,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,6.0,5.0,2,3,12,18,30,14,17,19,23,30,103,0,121,5,6,0,1,8.03,18.039473684210524,0.01,85.11
40,4,0,0,0,0,0,0,0,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,2,0,5,4,5,11,3,15,15,0,24,3,1,0,2,170.21,203.31266666666676,0.85,978.72
36,0,0,0,0,0,0,0,0,1,0,1,6,6.0,6.0,6.0,6.0,6.0,0.0,2,3,0,0,0,0,1,1,1,2,1,0,2,0,0,0,1,4865.87,3244.2466666666664,1.0,4865.87
34,1,0,0,0,0,0,0,0,1,1,0,5,5.0,5.0,5.0,5.0,3.0,2.0,2,5,1,0,1,0,0,1,1,3,1,0,4,0,0,0,0,15.0,53.6175,10.0,174.47
33,81,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,4.0,0.0,2,4,46,38,34,48,39,32,40,19,258,0,268,6,0,0,3,2.91,40.061732851985546,0.06,800.0
28,8,0,0,0,0,0,0,0,1,1,0,4,4.0,4.0,4.0,4.0,3.0,0.0,2,4,45,51,52,50,48,40,41,96,231,0,270,12,33,0,12,15.02,51.39822629969428,0.0,851.06
35,0,0,0,0,0,0,0,0,1,0,1,10,10.0,10.0,10.0,10.0,7.0,3.0,2,4,0,1,0,0,0,0,1,1,1,0,2,0,0,0,0,6.805,6.805,5.1,8.51
57,5,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,5.0,2.0,1,1,12,5,8,7,1,4,7,10,34,0,42,2,0,0,0,55.315,88.36113636363636,4.99,300.0
40,5,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,2.0,2.0,2.0,1.0,1,1,6,12,12,10,8,11,12,9,62,0,68,2,0,0,1,16.42,35.693521126760565,1.0,200.0
38,0,0,0,0,0,0,0,0,1,0,1,5,5.0,5.0,5.0,5.0,3.0,1.0,2,4,18,2,30,9,18,15,7,34,65,0,84,7,1,1,6,34.47,78.06464646464649,0.0,1140.34
29,0,0,0,0,0,0,0,0,1,1,0,7,6.0,6.0,6.0,6.0,4.0,4.0,3,3,2,0,0,0,5,0,0,4,3,0,6,0,0,0,1,43.82,29.09857142857143,1.0,50.0
23,5,0,0,0,0,0,0,0,1,1,0,6,6.0,6.0,6.0,6.0,6.0,0.0,2,3,9,0,8,0,2,1,1,3,18,0,6,4,0,0,11,0.76,13.073809523809526,0.0,54.25
37,5,0,0,0,0,0,0,0,1,0,1,2,2.0,2.0,2.0,2.0,0.0,0.0,1,2,3,0,0,4,6,1,0,3,11,0,12,1,0,0,1,4.29,5.883571428571429,0.08,23.83
24,68,0,0,0,0,0,0,0,1,0,1,11,11.0,11.0,11.0,11.0,9.0,0.0,2,5,3,0,0,0,0,0,2,3,2,0,3,0,0,0,2,100.0,100.02,1.0,200.0
27,12,0,0,0,0,0,0,0,1,0,1,12,12.0,12.0,12.0,12.0,10.0,9.0,2,4,10,15,11,14,2,10,28,18,72,0,67,8,1,10,4,37.38,136.35222222222222,0.0,1300.0
