user_id,num_notifications,num_notified_15,num_notified_30,num_notified_45,num_notified_60,num_notified_90,num_notified_180,num_channles_of_com,num_reasons_com
user_6015,5,5.0,5.0,5.0,5.0,4.0,1.0,2,2
user_180,6,6.0,6.0,6.0,6.0,5.0,1.0,2,3
user_6838,8,8.0,8.0,8.0,8.0,6.0,1.0,2,5
user_4399,13,13.0,13.0,12.0,12.0,7.0,4.0,3,5
user_5990,6,6.0,6.0,6.0,6.0,4.0,2.0,2,3
user_8112,12,12.0,11.0,11.0,11.0,10.0,4.0,2,6
user_6920,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_7525,11,11.0,11.0,11.0,11.0,11.0,4.0,2,6
user_2654,7,7.0,7.0,7.0,7.0,6.0,0.0,2,4
user_5709,4,4.0,4.0,4.0,4.0,2.0,0.0,2,2
user_7606,7,7.0,7.0,7.0,7.0,6.0,1.0,2,4
user_3271,11,11.0,10.0,10.0,10.0,10.0,6.0,3,5
user_4498,9,9.0,9.0,8.0,8.0,7.0,4.0,3,3
user_5665,8,8.0,8.0,8.0,8.0,5.0,3.0,2,4
user_6714,4,4.0,4.0,4.0,4.0,4.0,0.0,2,2
user_9730,15,15.0,15.0,15.0,15.0,14.0,5.0,2,7
user_8687,10,10.0,10.0,10.0,10.0,7.0,1.0,2,6
user_982,16,16.0,16.0,16.0,16.0,15.0,9.0,3,5
user_6381,14,14.0,14.0,14.0,14.0,11.0,8.0,3,3
user_4751,5,5.0,5.0,5.0,5.0,4.0,2.0,2,2
user_868,13,13.0,13.0,13.0,13.0,10.0,3.0,2,7
user_772,11,11.0,11.0,11.0,11.0,10.0,2.0,2,5
user_2186,14,14.0,14.0,14.0,14.0,12.0,7.0,3,5
user_6649,4,4.0,4.0,4.0,4.0,4.0,1.0,1,2
user_2794,5,5.0,5.0,5.0,5.0,3.0,0.0,2,2
user_4593,49,47.0,47.0,47.0,47.0,40.0,24.0,3,7
user_2184,8,8.0,8.0,8.0,8.0,7.0,4.0,2,5
user_7084,13,13.0,13.0,13.0,13.0,9.0,4.0,3,5
user_967,9,9.0,9.0,9.0,9.0,3.0,2.0,2,5
user_9395,8,8.0,8.0,8.0,8.0,6.0,5.0,2,6
user_8162,3,3.0,3.0,3.0,3.0,3.0,2.0,1,2
user_835,9,9.0,9.0,9.0,9.0,8.0,3.0,2,6
user_5968,7,7.0,7.0,7.0,7.0,6.0,6.0,2,6
user_8306,7,7.0,7.0,7.0,7.0,6.0,6.0,3,4
user_8297,5,5.0,5.0,5.0,5.0,3.0,2.0,2,4
user_9778,16,16.0,16.0,16.0,16.0,14.0,2.0,2,4
user_8628,6,6.0,6.0,6.0,6.0,5.0,3.0,2,4
user_7130,5,5.0,5.0,4.0,4.0,4.0,1.0,2,4
user_710,7,7.0,7.0,7.0,7.0,5.0,4.0,2,5
user_6071,20,20.0,20.0,20.0,20.0,12.0,7.0,2,5
user_2237,8,8.0,8.0,8.0,8.0,7.0,5.0,3,4
user_5150,12,12.0,12.0,12.0,12.0,10.0,7.0,3,6
user_6631,7,7.0,7.0,7.0,7.0,6.0,5.0,2,4
user_561,8,8.0,8.0,8.0,8.0,7.0,2.0,2,6
user_294,13,13.0,11.0,11.0,11.0,11.0,6.0,2,8
user_9613,18,16.0,16.0,16.0,16.0,15.0,9.0,2,7
user_4556,11,11.0,10.0,10.0,10.0,9.0,4.0,2,6
user_9353,23,23.0,23.0,23.0,23.0,22.0,21.0,3,5
user_6401,4,4.0,4.0,4.0,4.0,3.0,2.0,2,4
user_6513,4,4.0,4.0,4.0,4.0,3.0,1.0,2,4
user_3970,6,5.0,5.0,5.0,5.0,5.0,1.0,2,5
user_1653,9,9.0,9.0,9.0,9.0,7.0,4.0,2,7
user_4373,6,6.0,6.0,4.0,4.0,2.0,1.0,2,6
user_3490,26,26.0,26.0,26.0,25.0,24.0,7.0,2,5
user_9996,6,6.0,6.0,6.0,6.0,5.0,3.0,2,6
user_1435,9,9.0,9.0,9.0,9.0,6.0,3.0,2,6
user_854,8,8.0,8.0,8.0,8.0,8.0,7.0,3,3
user_8572,9,9.0,9.0,9.0,9.0,8.0,6.0,3,3
user_3037,13,13.0,13.0,13.0,13.0,12.0,9.0,3,4
user_5739,10,9.0,9.0,9.0,9.0,7.0,5.0,3,4
user_8513,5,5.0,5.0,5.0,5.0,5.0,5.0,2,2
user_5908,10,10.0,10.0,10.0,10.0,9.0,9.0,3,3
user_1279,4,4.0,4.0,4.0,4.0,3.0,3.0,1,2
user_4472,5,5.0,4.0,4.0,4.0,4.0,1.0,2,3
user_6148,6,5.0,5.0,5.0,5.0,5.0,2.0,2,5
user_9659,15,15.0,15.0,15.0,15.0,13.0,11.0,3,5
user_1918,13,13.0,13.0,13.0,13.0,13.0,10.0,2,5
user_202,5,5.0,5.0,5.0,5.0,3.0,1.0,2,3
user_5740,5,5.0,5.0,4.0,4.0,3.0,3.0,2,3
user_3221,6,5.0,5.0,5.0,5.0,4.0,2.0,2,4
user_8545,8,8.0,8.0,8.0,8.0,7.0,7.0,3,2
user_3521,4,4.0,4.0,4.0,3.0,1.0,1.0,2,3
user_7861,9,9.0,9.0,9.0,9.0,7.0,7.0,3,5
user_9022,6,6.0,6.0,6.0,6.0,5.0,4.0,2,2
user_2712,9,8.0,8.0,8.0,8.0,7.0,3.0,2,5
user_4884,6,6.0,6.0,5.0,5.0,3.0,1.0,2,4
user_8052,7,6.0,6.0,6.0,6.0,6.0,4.0,2,4
user_3305,9,9.0,9.0,9.0,9.0,8.0,6.0,3,3
user_5252,3,3.0,3.0,3.0,3.0,1.0,1.0,2,2
user_518,7,7.0,7.0,7.0,7.0,6.0,4.0,2,3
user_9506,6,6.0,6.0,6.0,6.0,5.0,4.0,2,4
user_8432,5,5.0,5.0,5.0,5.0,5.0,2.0,2,3
user_6122,3,3.0,3.0,3.0,3.0,3.0,1.0,1,1
user_6493,5,5.0,5.0,5.0,5.0,4.0,2.0,2,3
user_1102,6,6.0,6.0,6.0,6.0,6.0,5.0,2,3
user_3555,9,9.0,9.0,7.0,7.0,5.0,1.0,2,6
user_5698,7,7.0,7.0,7.0,7.0,7.0,5.0,2,3
user_7221,5,5.0,5.0,5.0,5.0,3.0,1.0,2,3
user_4320,4,4.0,3.0,3.0,3.0,3.0,1.0,2,3
user_7384,2,2.0,2.0,2.0,2.0,2.0,1.0,1,1
user_2059,5,5.0,5.0,5.0,5.0,4.0,3.0,2,4
user_3319,12,12.0,12.0,12.0,12.0,11.0,9.0,3,5
user_7138,5,5.0,5.0,5.0,4.0,4.0,1.0,2,3
user_6636,10,10.0,10.0,10.0,10.0,10.0,4.0,3,2
user_5384,4,4.0,4.0,4.0,4.0,4.0,3.0,2,2
user_8901,4,4.0,4.0,4.0,4.0,3.0,3.0,2,4
user_8886,17,17.0,17.0,17.0,17.0,14.0,13.0,3,4
user_241,9,9.0,9.0,9.0,9.0,8.0,4.0,2,5
user_8360,4,4.0,4.0,4.0,4.0,2.0,1.0,2,3
user_9321,6,6.0,6.0,6.0,6.0,5.0,4.0,3,3
user_4025,3,2.0,2.0,2.0,2.0,2.0,1.0,2,2
user_4509,9,9.0,8.0,8.0,8.0,7.0,5.0,3,5
user_790,8,8.0,8.0,8.0,8.0,7.0,4.0,2,5
user_3920,3,3.0,2.0,2.0,2.0,2.0,2.0,1,2
user_2310,8,8.0,8.0,8.0,7.0,6.0,3.0,2,4
user_6844,6,6.0,5.0,5.0,5.0,4.0,1.0,2,5
user_6881,6,6.0,6.0,6.0,6.0,4.0,2.0,2,3
user_2269,9,9.0,9.0,9.0,9.0,8.0,5.0,2,4
user_2626,10,10.0,10.0,10.0,10.0,9.0,4.0,2,5
user_5530,4,4.0,4.0,4.0,4.0,3.0,1.0,2,2
user_2924,8,8.0,8.0,8.0,8.0,7.0,4.0,2,4
user_2789,7,7.0,7.0,7.0,6.0,5.0,1.0,2,4
user_2060,6,6.0,6.0,6.0,6.0,6.0,5.0,2,1
user_3638,7,7.0,7.0,7.0,6.0,5.0,3.0,3,3
user_6093,3,3.0,3.0,3.0,3.0,3.0,2.0,2,2
user_351,7,7.0,7.0,7.0,7.0,7.0,4.0,2,4
user_1411,11,11.0,11.0,11.0,11.0,10.0,9.0,2,3
user_8381,6,6.0,6.0,6.0,6.0,5.0,3.0,3,3
user_1467,8,8.0,8.0,8.0,8.0,6.0,3.0,2,4
user_4424,8,8.0,7.0,7.0,7.0,6.0,4.0,2,5
user_4773,13,12.0,12.0,11.0,11.0,9.0,7.0,2,7
user_1305,7,7.0,7.0,7.0,7.0,5.0,2.0,2,5
user_2136,11,11.0,11.0,11.0,11.0,9.0,7.0,3,4
user_7333,15,15.0,15.0,15.0,15.0,15.0,9.0,2,6
user_6821,8,8.0,8.0,8.0,8.0,8.0,4.0,2,2
user_5098,10,10.0,10.0,10.0,10.0,7.0,7.0,3,4
user_812,7,7.0,7.0,7.0,7.0,6.0,3.0,2,5
user_5643,8,7.0,7.0,7.0,7.0,7.0,3.0,2,4
user_2239,11,11.0,11.0,11.0,11.0,10.0,8.0,3,4
user_932,30,30.0,30.0,30.0,30.0,30.0,18.0,2,5
user_9842,37,37.0,37.0,37.0,37.0,35.0,34.0,3,4
user_8407,3,3.0,3.0,3.0,3.0,3.0,3.0,2,1
user_4667,6,6.0,6.0,6.0,6.0,5.0,2.0,2,4
user_7884,5,5.0,5.0,4.0,4.0,2.0,2.0,2,5
user_6043,7,7.0,7.0,7.0,7.0,6.0,4.0,2,4
user_1310,5,5.0,5.0,5.0,5.0,3.0,1.0,2,4
user_9170,7,7.0,7.0,7.0,7.0,5.0,2.0,2,6
user_8051,10,10.0,10.0,10.0,10.0,10.0,6.0,2,5
user_2080,4,4.0,4.0,4.0,4.0,3.0,2.0,1,2
user_5046,4,3.0,3.0,3.0,3.0,1.0,1.0,2,3
user_9958,7,7.0,7.0,7.0,7.0,7.0,6.0,3,2
user_9690,8,8.0,8.0,8.0,8.0,8.0,6.0,2,2
user_9616,8,8.0,8.0,8.0,8.0,7.0,3.0,2,4
user_9957,6,6.0,6.0,6.0,6.0,6.0,5.0,2,4
user_8647,6,6.0,6.0,6.0,6.0,5.0,1.0,2,3
user_8038,6,6.0,6.0,6.0,6.0,6.0,4.0,3,2
user_1129,5,5.0,5.0,5.0,5.0,5.0,1.0,2,2
user_2442,4,4.0,4.0,4.0,3.0,3.0,1.0,1,3
user_6562,6,6.0,6.0,6.0,6.0,3.0,1.0,2,4
user_4951,6,6.0,6.0,5.0,5.0,5.0,1.0,2,4
user_6761,4,4.0,4.0,4.0,4.0,2.0,1.0,2,3
user_8762,3,3.0,3.0,3.0,3.0,2.0,2.0,2,3
user_7844,5,5.0,5.0,5.0,5.0,4.0,1.0,2,3
user_7503,8,8.0,8.0,7.0,7.0,7.0,4.0,2,5
user_8468,7,7.0,7.0,7.0,7.0,6.0,5.0,2,4
user_9608,5,5.0,5.0,5.0,5.0,4.0,3.0,2,4
user_9304,5,5.0,5.0,5.0,5.0,5.0,4.0,1,2
user_9007,6,6.0,6.0,6.0,6.0,4.0,2.0,2,4
user_6965,7,7.0,7.0,7.0,7.0,6.0,2.0,2,4
user_0,8,8.0,8.0,8.0,8.0,7.0,1.0,2,5
user_8956,39,39.0,39.0,39.0,39.0,38.0,14.0,2,5
user_4964,7,7.0,7.0,7.0,7.0,5.0,3.0,2,3
user_2790,10,10.0,10.0,10.0,10.0,6.0,3.0,2,6
user_8639,4,4.0,4.0,4.0,4.0,4.0,4.0,2,2
user_4916,3,3.0,3.0,3.0,3.0,3.0,2.0,2,3
user_5224,5,5.0,5.0,5.0,5.0,4.0,2.0,2,4
user_2474,11,11.0,11.0,11.0,11.0,10.0,6.0,2,5
user_2528,7,7.0,7.0,7.0,7.0,6.0,2.0,2,4
user_5234,9,8.0,8.0,8.0,8.0,7.0,6.0,2,4
user_3577,8,8.0,8.0,8.0,8.0,7.0,5.0,2,4
user_793,11,11.0,11.0,11.0,11.0,10.0,7.0,2,5
user_9236,14,14.0,14.0,13.0,13.0,12.0,11.0,3,5
user_2042,3,3.0,3.0,3.0,3.0,1.0,1.0,2,3
user_3816,4,4.0,4.0,4.0,4.0,3.0,3.0,2,2
user_3255,6,6.0,6.0,6.0,5.0,3.0,3.0,2,4
user_3642,11,11.0,11.0,11.0,11.0,10.0,8.0,3,4
user_5533,9,8.0,8.0,8.0,8.0,8.0,5.0,3,4
user_7439,4,4.0,4.0,4.0,4.0,4.0,1.0,2,3
user_6853,5,5.0,5.0,5.0,5.0,2.0,1.0,2,3
user_9226,5,5.0,5.0,5.0,5.0,4.0,4.0,3,2
user_4479,8,8.0,7.0,7.0,7.0,6.0,6.0,3,4
user_9018,4,4.0,4.0,4.0,4.0,2.0,1.0,2,2
user_2135,8,8.0,8.0,8.0,7.0,7.0,6.0,2,3
user_6575,8,7.0,7.0,7.0,7.0,5.0,4.0,2,4
user_2679,7,7.0,7.0,7.0,6.0,4.0,3.0,2,4
user_59,8,8.0,8.0,8.0,8.0,5.0,3.0,2,4
user_8966,8,8.0,8.0,8.0,8.0,7.0,5.0,3,4
user_4913,9,8.0,8.0,8.0,8.0,7.0,7.0,2,5
user_4030,9,9.0,8.0,7.0,7.0,6.0,4.0,2,5
user_5235,8,7.0,7.0,7.0,7.0,5.0,3.0,2,5
user_7599,10,10.0,10.0,10.0,10.0,8.0,6.0,2,5
user_7532,4,4.0,4.0,4.0,4.0,3.0,3.0,2,4
user_4539,4,4.0,4.0,4.0,4.0,3.0,1.0,2,4
user_9884,5,5.0,5.0,5.0,5.0,2.0,1.0,2,2
user_5324,6,6.0,6.0,6.0,6.0,6.0,2.0,2,5
user_4785,4,4.0,4.0,3.0,3.0,3.0,1.0,1,3
user_3923,10,9.0,9.0,9.0,9.0,9.0,5.0,3,3
user_7896,3,3.0,3.0,3.0,3.0,3.0,1.0,1,1
user_5841,10,10.0,10.0,10.0,10.0,7.0,7.0,3,3
user_8981,15,15.0,15.0,15.0,15.0,13.0,5.0,2,5
user_5757,4,3.0,3.0,3.0,3.0,3.0,1.0,2,3
user_6977,9,9.0,9.0,9.0,9.0,9.0,5.0,2,3
user_8624,8,8.0,8.0,8.0,8.0,7.0,3.0,2,4
user_2860,7,7.0,7.0,7.0,7.0,6.0,2.0,2,4
user_6180,10,9.0,9.0,8.0,8.0,6.0,3.0,2,6
user_22,5,5.0,5.0,5.0,5.0,5.0,3.0,2,3
user_3471,5,5.0,5.0,5.0,5.0,5.0,2.0,2,3
user_4327,14,14.0,13.0,13.0,13.0,12.0,10.0,3,5
user_5492,5,5.0,5.0,5.0,5.0,3.0,3.0,2,2
user_8093,6,6.0,6.0,6.0,6.0,6.0,1.0,2,3
user_7527,9,9.0,9.0,9.0,9.0,9.0,5.0,2,3
user_5801,14,14.0,14.0,14.0,14.0,12.0,12.0,3,5
user_9850,13,13.0,13.0,13.0,13.0,3.0,1.0,2,3
user_5340,8,7.0,7.0,7.0,7.0,6.0,3.0,2,6
user_5151,8,8.0,8.0,8.0,8.0,7.0,7.0,3,2
user_9234,7,7.0,7.0,7.0,7.0,6.0,4.0,2,3
user_8923,5,5.0,5.0,5.0,5.0,4.0,1.0,2,3
user_8564,9,9.0,9.0,9.0,9.0,8.0,4.0,2,5
user_4057,6,6.0,6.0,5.0,5.0,4.0,3.0,2,4
user_5306,6,6.0,6.0,6.0,6.0,5.0,3.0,2,4
user_6548,6,6.0,6.0,6.0,6.0,5.0,4.0,2,3
user_2454,9,9.0,9.0,9.0,9.0,7.0,2.0,2,6
user_6797,3,3.0,3.0,3.0,3.0,3.0,2.0,1,1
user_7104,12,12.0,12.0,12.0,12.0,11.0,9.0,3,6
user_4034,6,6.0,5.0,5.0,5.0,4.0,2.0,2,5
user_6735,10,10.0,10.0,10.0,10.0,9.0,7.0,2,5
user_7911,6,6.0,6.0,6.0,6.0,5.0,5.0,3,2
user_8452,5,5.0,5.0,5.0,5.0,3.0,2.0,2,4
user_3355,7,7.0,7.0,7.0,7.0,6.0,3.0,2,4
user_3908,7,7.0,7.0,6.0,6.0,5.0,2.0,2,6
user_1629,7,7.0,7.0,7.0,7.0,5.0,3.0,2,3
user_5593,8,7.0,7.0,7.0,7.0,5.0,3.0,2,4
user_4189,4,3.0,3.0,3.0,3.0,3.0,1.0,2,3
user_4111,7,7.0,6.0,6.0,6.0,6.0,2.0,2,5
user_4485,7,7.0,7.0,6.0,6.0,6.0,4.0,3,3
user_3654,7,7.0,7.0,7.0,7.0,5.0,3.0,2,6
user_4946,5,5.0,5.0,4.0,4.0,3.0,1.0,2,3
user_1655,10,10.0,9.0,9.0,9.0,8.0,6.0,2,6
user_6274,9,8.0,8.0,8.0,8.0,7.0,5.0,3,3
user_963,8,8.0,8.0,8.0,8.0,6.0,5.0,2,3
user_5696,8,8.0,8.0,8.0,8.0,7.0,6.0,2,7
user_5973,4,3.0,3.0,3.0,3.0,3.0,1.0,2,3
user_5690,7,7.0,7.0,7.0,7.0,6.0,5.0,3,2
user_4860,6,6.0,6.0,6.0,6.0,5.0,2.0,2,4
user_2213,7,7.0,7.0,7.0,7.0,6.0,3.0,2,3
user_7229,13,13.0,12.0,12.0,12.0,10.0,7.0,3,4
user_8675,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_3421,8,8.0,8.0,7.0,7.0,7.0,4.0,3,3
user_1201,11,11.0,10.0,10.0,10.0,7.0,5.0,2,6
user_8897,3,3.0,3.0,3.0,3.0,3.0,1.0,1,2
user_9009,9,9.0,9.0,9.0,9.0,8.0,5.0,3,4
user_5002,11,11.0,10.0,10.0,10.0,10.0,7.0,3,5
user_9085,8,8.0,8.0,8.0,8.0,7.0,4.0,2,5
user_4136,4,4.0,4.0,3.0,3.0,2.0,1.0,2,3
user_3380,6,6.0,6.0,5.0,5.0,4.0,1.0,2,4
user_5676,8,8.0,8.0,8.0,8.0,7.0,7.0,3,4
user_6727,32,32.0,32.0,32.0,32.0,30.0,20.0,2,7
user_7824,7,7.0,7.0,7.0,7.0,4.0,1.0,2,3
user_2623,11,11.0,11.0,11.0,11.0,9.0,7.0,3,5
user_4819,4,4.0,3.0,3.0,3.0,2.0,1.0,2,3
user_6319,3,3.0,3.0,3.0,3.0,2.0,1.0,2,2
user_1768,5,5.0,5.0,5.0,5.0,3.0,2.0,2,5
user_2842,9,9.0,9.0,9.0,8.0,6.0,4.0,2,4
user_3277,13,13.0,13.0,13.0,13.0,12.0,8.0,3,4
user_701,6,6.0,6.0,6.0,6.0,5.0,1.0,2,3
user_5669,7,7.0,7.0,7.0,7.0,7.0,5.0,2,2
user_5853,7,7.0,7.0,7.0,7.0,5.0,5.0,2,2
user_5078,5,5.0,5.0,5.0,5.0,4.0,2.0,2,3
user_7529,14,14.0,14.0,14.0,14.0,13.0,11.0,3,4
user_4628,8,8.0,8.0,7.0,7.0,6.0,6.0,2,3
user_5294,4,4.0,4.0,4.0,4.0,3.0,2.0,2,2
user_6309,3,3.0,3.0,3.0,3.0,2.0,2.0,2,2
user_6614,6,6.0,6.0,6.0,6.0,6.0,1.0,2,2
user_9143,2,2.0,2.0,2.0,2.0,2.0,1.0,1,1
user_5428,7,7.0,7.0,7.0,7.0,5.0,4.0,3,3
user_5622,7,6.0,6.0,6.0,6.0,6.0,1.0,2,5
user_6729,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_7161,7,7.0,7.0,7.0,7.0,6.0,3.0,2,6
user_8605,6,6.0,6.0,6.0,6.0,6.0,4.0,2,2
user_2638,2,2.0,2.0,2.0,2.0,1.0,1.0,1,2
user_4854,5,5.0,4.0,4.0,4.0,4.0,1.0,2,4
user_1437,8,8.0,8.0,8.0,8.0,5.0,1.0,2,5
user_445,5,5.0,5.0,5.0,5.0,5.0,4.0,2,3
user_817,10,10.0,10.0,10.0,10.0,7.0,4.0,2,6
user_2711,4,4.0,4.0,4.0,4.0,4.0,3.0,1,1
user_7262,7,7.0,7.0,7.0,7.0,6.0,2.0,2,5
user_703,9,9.0,9.0,9.0,9.0,7.0,2.0,2,4
user_8481,4,4.0,4.0,4.0,4.0,4.0,3.0,1,1
user_8692,5,5.0,5.0,5.0,5.0,4.0,2.0,2,4
user_1961,9,9.0,9.0,9.0,9.0,8.0,7.0,2,3
user_2375,7,7.0,7.0,7.0,7.0,5.0,1.0,2,5
user_3109,10,10.0,8.0,8.0,7.0,6.0,4.0,2,4
user_9351,10,10.0,10.0,10.0,10.0,8.0,8.0,2,4
user_5049,5,5.0,5.0,5.0,5.0,4.0,3.0,2,3
user_5640,6,6.0,6.0,6.0,6.0,3.0,3.0,2,3
user_807,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1
user_4408,4,4.0,4.0,4.0,4.0,3.0,3.0,2,4
user_7960,6,6.0,6.0,6.0,6.0,6.0,3.0,2,3
user_432,11,11.0,11.0,11.0,11.0,10.0,9.0,2,4
user_4370,8,8.0,7.0,7.0,7.0,6.0,4.0,2,4
user_2975,8,8.0,8.0,8.0,8.0,6.0,3.0,2,5
user_9719,6,6.0,6.0,6.0,6.0,5.0,2.0,2,3
user_6858,8,8.0,8.0,8.0,8.0,6.0,6.0,2,5
user_4520,6,6.0,6.0,5.0,5.0,4.0,4.0,2,4
user_1128,11,11.0,11.0,11.0,11.0,9.0,5.0,2,6
user_5022,13,13.0,11.0,11.0,11.0,9.0,7.0,3,4
user_2061,12,12.0,12.0,12.0,12.0,8.0,6.0,3,5
user_3994,7,7.0,7.0,6.0,6.0,6.0,3.0,2,3
user_6371,11,10.0,10.0,10.0,10.0,8.0,7.0,2,5
user_4985,2,2.0,2.0,2.0,2.0,2.0,1.0,1,1
user_4404,3,3.0,3.0,2.0,2.0,1.0,1.0,2,3
user_7180,8,8.0,8.0,8.0,8.0,6.0,4.0,2,6
user_8998,9,9.0,8.0,8.0,8.0,7.0,4.0,3,5
user_9419,6,6.0,6.0,6.0,6.0,6.0,6.0,2,1
user_5549,5,4.0,4.0,4.0,4.0,4.0,1.0,2,4
user_2553,9,9.0,9.0,9.0,8.0,7.0,1.0,2,3
user_5000,4,4.0,4.0,4.0,4.0,4.0,3.0,2,2
user_4274,11,11.0,11.0,10.0,10.0,8.0,5.0,2,5
user_9823,7,7.0,7.0,7.0,7.0,5.0,5.0,2,2
user_7172,7,7.0,7.0,7.0,7.0,5.0,5.0,2,5
user_6812,14,14.0,14.0,14.0,14.0,11.0,11.0,2,5
user_9976,7,7.0,7.0,7.0,7.0,6.0,4.0,2,4
user_5436,9,8.0,8.0,8.0,8.0,8.0,6.0,3,3
user_4090,10,10.0,10.0,9.0,9.0,9.0,7.0,3,3
user_6331,9,9.0,9.0,8.0,8.0,4.0,3.0,2,5
user_6167,4,4.0,4.0,4.0,4.0,3.0,3.0,2,2
user_9364,6,6.0,6.0,6.0,6.0,4.0,3.0,2,3
user_3181,9,9.0,9.0,9.0,8.0,7.0,3.0,2,5
user_1264,6,6.0,6.0,6.0,6.0,5.0,2.0,2,4
user_8689,5,5.0,5.0,5.0,5.0,3.0,1.0,2,4
user_8323,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_9712,2,2.0,2.0,2.0,2.0,2.0,1.0,2,2
user_4132,6,6.0,6.0,6.0,6.0,5.0,3.0,2,4
user_4077,10,9.0,6.0,6.0,6.0,5.0,4.0,3,3
user_4833,6,6.0,5.0,5.0,5.0,4.0,3.0,2,4
user_8842,5,5.0,5.0,5.0,5.0,5.0,4.0,2,1
user_3437,11,11.0,11.0,11.0,10.0,9.0,2.0,2,4
user_3341,10,10.0,10.0,10.0,10.0,8.0,6.0,2,6
user_7197,7,7.0,7.0,7.0,7.0,7.0,4.0,3,2
user_6882,5,5.0,5.0,5.0,5.0,4.0,4.0,2,2
user_5743,9,9.0,9.0,9.0,9.0,9.0,5.0,2,5
user_1796,5,5.0,5.0,5.0,5.0,4.0,1.0,2,3
user_7736,10,10.0,10.0,10.0,10.0,10.0,6.0,2,3
user_2267,12,12.0,12.0,12.0,12.0,10.0,9.0,2,6
user_4775,8,8.0,8.0,8.0,8.0,7.0,4.0,2,4
user_1191,8,8.0,8.0,8.0,8.0,5.0,3.0,2,5
user_6422,6,6.0,6.0,6.0,6.0,4.0,3.0,2,2
user_8863,6,6.0,6.0,6.0,6.0,6.0,4.0,2,2
user_5372,8,8.0,8.0,8.0,8.0,5.0,3.0,2,4
user_3069,6,6.0,6.0,6.0,6.0,4.0,3.0,2,5
user_5414,8,8.0,8.0,8.0,8.0,5.0,4.0,2,3
user_289,6,5.0,5.0,5.0,5.0,4.0,1.0,2,5
user_4570,3,3.0,3.0,3.0,3.0,3.0,1.0,2,2
user_6990,7,7.0,7.0,7.0,7.0,5.0,5.0,3,3
user_8849,5,5.0,5.0,5.0,5.0,5.0,2.0,2,2
user_2614,13,13.0,13.0,13.0,12.0,11.0,5.0,2,7
user_981,9,9.0,9.0,9.0,9.0,6.0,5.0,2,6
user_4008,5,5.0,4.0,4.0,4.0,4.0,2.0,2,3
user_4070,11,11.0,10.0,10.0,10.0,9.0,5.0,2,7
user_6942,8,8.0,8.0,8.0,8.0,8.0,5.0,2,6
user_4728,6,6.0,6.0,5.0,5.0,5.0,5.0,2,4
user_9325,8,8.0,8.0,8.0,8.0,8.0,4.0,2,5
user_7452,6,6.0,6.0,6.0,6.0,6.0,4.0,2,5
user_91,11,11.0,11.0,11.0,11.0,9.0,2.0,2,8
user_8284,7,7.0,7.0,7.0,7.0,6.0,4.0,2,5
user_6888,7,7.0,7.0,7.0,7.0,7.0,4.0,2,4
user_7571,10,9.0,9.0,9.0,9.0,9.0,3.0,2,8
user_2083,10,10.0,10.0,10.0,10.0,8.0,6.0,2,5
user_5171,6,6.0,6.0,6.0,6.0,5.0,2.0,2,5
user_5292,8,8.0,8.0,8.0,8.0,6.0,5.0,2,6
user_5251,8,7.0,7.0,7.0,7.0,7.0,4.0,2,6
user_1604,12,12.0,12.0,12.0,12.0,11.0,6.0,2,7
user_2350,12,12.0,12.0,12.0,12.0,10.0,7.0,2,6
user_3219,17,17.0,17.0,17.0,17.0,15.0,7.0,2,7
user_6680,10,10.0,10.0,10.0,10.0,10.0,0.0,2,4
user_4642,9,9.0,9.0,9.0,9.0,7.0,0.0,2,5
user_8857,10,10.0,10.0,10.0,10.0,9.0,3.0,2,6
user_6975,11,11.0,11.0,11.0,11.0,11.0,3.0,2,4
user_7868,9,9.0,9.0,9.0,9.0,6.0,4.0,2,6
user_5787,6,6.0,6.0,6.0,6.0,4.0,2.0,2,4
user_8198,8,8.0,8.0,8.0,8.0,8.0,3.0,2,4
user_5028,11,10.0,10.0,10.0,10.0,10.0,3.0,2,6
user_3712,6,6.0,6.0,6.0,5.0,5.0,0.0,2,6
user_1034,6,6.0,6.0,6.0,6.0,6.0,1.0,2,5
user_8339,12,12.0,12.0,12.0,12.0,11.0,4.0,2,7
user_8509,9,9.0,9.0,9.0,9.0,9.0,5.0,2,5
user_5110,9,9.0,9.0,9.0,9.0,8.0,2.0,2,4
user_8442,4,4.0,4.0,4.0,4.0,2.0,0.0,2,4
user_1444,5,5.0,5.0,5.0,5.0,5.0,0.0,2,4
user_9585,8,8.0,8.0,8.0,8.0,6.0,3.0,2,5
user_763,22,22.0,22.0,22.0,22.0,20.0,11.0,2,8
user_2617,15,15.0,15.0,15.0,15.0,14.0,6.0,2,5
user_2172,7,7.0,7.0,7.0,6.0,5.0,1.0,2,5
user_7808,12,12.0,12.0,11.0,11.0,11.0,5.0,2,7
user_5602,4,4.0,4.0,4.0,4.0,4.0,2.0,1,3
user_9945,13,13.0,13.0,13.0,13.0,12.0,4.0,2,7
user_4975,24,24.0,23.0,23.0,23.0,19.0,2.0,2,5
user_7683,16,16.0,16.0,16.0,16.0,16.0,5.0,3,6
